date,high,low,close,sma_fast,sma_slow,rsi,buy_signal,sell_signal,position,market_return,strategy_return,equity,buy_hold_equity,drawdown
2020-01-02,28.713333129882812,28.11400032043457,28.68400001525879,,,,False,False,0,0.0,0.0,10000.0,10000.0,0.0
2020-01-03,30.266666412353516,29.128000259399414,29.534000396728516,,,,False,False,0,0.02963325829792085,0.0,10000.0,10296.332582979208,0.0
2020-01-06,30.104000091552734,29.333332061767578,30.1026668548584,,,,False,False,0,0.01925463704513497,0.0,10000.0,10494.58472976047,0.0
2020-01-07,31.441999435424805,30.224000930786133,31.270666122436523,,,,False,False,0,0.03880052465815398,0.0,10000.0,10901.780123344626,0.0
2020-01-08,33.232666015625,31.215333938598633,32.80933380126953,30.48013343811035,,,False,False,0,0.04920482578812169,0.0,10000.0,11438.200315094207,0.0
2020-01-09,33.253334045410156,31.524667739868164,32.089332580566406,31.161199951171874,,,False,False,0,-0.021945011900097344,-0.0,10000.0,11187.188873063767,0.0
2020-01-10,32.3293342590332,31.579999923706055,31.876667022705078,31.629733276367187,,,False,False,0,-0.006627297633174267,-0.0,10000.0,11113.04804272344,0.0
2020-01-13,35.04199981689453,32.79999923706055,34.990665435791016,32.60733299255371,,,False,False,0,0.09768895885093332,0.0,10000.0,12198.670135677494,0.0
2020-01-14,36.49399948120117,34.99333190917969,35.861331939697266,33.52546615600586,,,False,False,0,0.024882822120200876,0.0,10000.0,12502.207474766565,0.0
2020-01-15,35.85599899291992,34.452667236328125,34.56666564941406,33.876932525634764,32.17853298187256,,False,False,0,-0.03610201351305786,-0.0,10000.0,12050.85261156949,0.0
2020-01-16,34.297332763671875,32.81133270263672,34.232666015625,34.305599212646484,32.73339958190918,,False,False,0,-0.009662477636014799,-0.0,10000.0,11934.411517715289,0.0
2020-01-17,34.37799835205078,33.54399871826172,34.03333282470703,34.736932373046876,33.18333282470703,,False,False,0,-0.005822894156913949,-0.0,10000.0,11864.918702622577,0.0
2020-01-21,36.571998596191406,35.227333068847656,36.47999954223633,35.03479919433594,33.82106609344483,,False,False,0,0.07189030619278935,0.0,10000.0,12717.891341106668,0.0
2020-01-22,39.633331298828125,37.27333450317383,37.97066879272461,35.45666656494141,34.49106636047363,,False,False,0,0.04086264444061727,0.0,10000.0,13237.578013012717,0.0
2020-01-23,38.79999923706055,37.040000915527344,38.14666748046875,36.17266693115234,35.02479972839355,81.57590742586716,False,True,0,0.004635122144013071,0.0,10000.0,13298.935803993932,0.0
2020-01-24,38.25733184814453,36.95066833496094,37.654666900634766,36.8570671081543,35.58133316040039,77.76106525672918,False,True,0,-0.012897603180825445,-0.0,10000.0,13127.411407266747,0.0
2020-01-27,37.62933349609375,35.95199966430664,37.201332092285156,37.49066696166992,36.1137996673584,74.46016039656304,False,True,0,-0.012039272835579595,-0.0,10000.0,12969.366919709762,0.0
2020-01-28,38.45399856567383,37.2053337097168,37.793331146240234,37.753333282470706,36.39406623840332,73.40445146232867,False,True,0,0.015913383222044608,0.0,10000.0,13175.753425650411,0.0
2020-01-29,39.31999969482422,37.82866668701172,38.732666015625,37.90573272705078,36.681199645996095,72.20916202344657,False,True,0,0.024854513769903885,0.0,10000.0,13503.230370597099,0.0
2020-01-30,43.391998291015625,41.20000076293945,42.72066879272461,38.820532989501956,37.496599960327146,82.01566238901404,False,True,0,0.10296225866535558,0.0,10000.0,14893.553468832404,0.0
2020-01-31,43.53333282470703,42.167999267578125,43.371334075927734,39.96386642456055,38.41046676635742,83.72583878705719,False,True,0,0.015230690473505337,0.0,10000.0,15120.392571766792,0.0
2020-02-03,52.409332275390625,44.90133285522461,52.0,42.92360000610351,40.20713348388672,87.70467252987144,False,True,0,0.19894859376394902,0.0,10000.0,18128.573411078658,0.0
2020-02-04,64.59933471679688,55.59199905395508,59.137332916259766,47.19240036010742,42.47286682128906,90.37794033370876,False,True,0,0.13725640223576474,0.0,10000.0,20616.836175150256,0.0
2020-02-05,56.39866638183594,46.94066619873047,48.97999954223633,49.24186706542969,43.57379989624023,69.12326519374207,False,False,0,-0.1717583947927872,-0.0,10000.0,17075.72148800058,0.0
2020-02-06,53.05533218383789,45.79999923706055,49.930667877197266,50.68386688232422,44.75219993591308,70.49240182972382,False,True,0,0.01940931694254422,0.0,10000.0,17407.1495783838,0.0
2020-02-07,51.31666564941406,48.66666793823242,49.871334075927734,51.98386688232422,45.973866653442386,70.75100702813022,False,True,0,-0.001188323805631053,-0.0,10000.0,17386.464248151624,0.0
2020-02-10,54.66600036621094,50.15999984741211,51.41866683959961,51.86760025024414,47.395600128173825,70.04508308912217,False,True,0,0.031026496329857656,0.0,10000.0,17925.905317336103,0.0
2020-02-11,52.23400115966797,50.53333282470703,51.62533187866211,50.36520004272461,48.77880020141602,68.97605409563943,False,False,0,0.004019260937028868,0.0,10000.0,17997.95420833895,0.0
2020-02-12,52.650001525878906,50.891334533691406,51.15266799926758,50.79973373413086,50.02080039978027,67.9267828826774,False,False,0,-0.009155657933695438,-0.0,10000.0,17833.171096101087,0.0
2020-02-13,54.53333282470703,49.0,53.599998474121094,51.533599853515625,51.108733367919925,70.85411316113579,False,True,0,0.047843652551780025,0.0,10000.0,18686.375137919393,0.0
