date,high,low,close,sma_fast,sma_slow,rsi,return_1,return_2,return_5,return_10,volatility_5,volatility_10,sma_ratio,price_vs_sma_fast,sma_fast_slope,sma_slow_slope,rsi_change_3,range_pct,breakout_20,rebound_10,atr_14,ml_proba,position,buy_signal,sell_signal,market_return,strategy_return,equity,buy_hold_equity,drawdown
2020-01-27,37.62933349609375,35.95199966430664,37.201332092285156,37.49066696166992,36.1137996673584,74.46016039656304,-0.012039272835579595,-0.02478159825278603,0.09308519044829677,0.16703957994690688,0.036950316961340234,0.04228546063717772,0.0381257942114579,-0.007717517260511286,0.057365809981124505,0.08831140796289927,,0.04508800458075415,,0.09308519044829677,0.04792965085841825,,0,False,False,-0.012039272835579595,-0.0,10000.0,12969.366919709762,0.0
2020-01-28,38.45399856567383,37.2053337097168,37.793331146240234,37.753333282470706,36.39406623840332,73.40445146232867,0.015913383222044608,0.0036825248241176833,0.0360014150351986,0.08009752531263525,0.02230299061816559,0.0312817450648369,0.03734858960698051,0.0010594525116567333,0.04369781067917544,0.0760768491995345,-8.171455963538492,0.03303929074485013,,0.110479873978242,0.04701507828322463,,0,False,False,0.015913383222044608,0.0,10000.0,13175.753425650411,0.0
2020-01-29,39.31999969482422,37.82866668701172,38.732666015625,37.90573272705078,36.681199645996095,72.20916202344657,0.024854513769903885,0.0411634163943666,0.0200680484997513,0.08006769187368823,0.01673310067636481,0.03128006542818124,0.033383125221433385,0.021815520478887684,0.02845222642971712,0.0634985669226027,-5.551903233282616,0.03850323670492723,,0.13808031129723553,0.044970026768436706,,0,False,False,0.024854513769903885,0.0,10000.0,13503.230370597099,0.0
2020-01-30,43.391998291015625,41.20000076293945,42.72066879272461,38.820532989501956,37.496599960327146,82.01566238901404,0.10296225866535558,0.13037584931103807,0.11990565924527385,0.235892094019452,0.047331630360766624,0.03929879241072772,0.035308082081457526,0.10046579742419692,0.0354719223638158,0.07057285840609051,7.555501992450999,0.051310000288419456,0.0,0.2552596306909698,0.045672091899190345,0.7372976190476188,0,False,False,0.10296225866535558,0.0,10000.0,14893.553468832404,0.0
2020-01-31,43.53333282470703,42.167999267578125,43.371334075927734,39.96386642456055,38.41046676635742,83.72583878705719,0.015230690473505337,0.11976113543104594,0.15181829095390564,0.2669575327884637,0.04339336819314017,0.03782626191108346,0.04044209271530397,0.08526371335464833,0.05855199925131438,0.07951173704490833,10.32138732472852,0.031480091314200626,0.0,0.2743781015899105,0.04600140387698982,0.8146666666666665,0,False,False,0.015230690473505337,0.0,10000.0,15120.392571766792,0.0
2020-02-03,52.409332275390625,44.90133285522461,52.0,42.92360000610351,40.20713348388672,87.70467252987144,0.19894859376394902,0.21720940868921224,0.39779940866106256,0.5279138328247941,0.08010133080913541,0.06512637660606713,0.06756180525292699,0.21145477062981377,0.1323775302059209,0.11334542070432141,15.495510506424878,0.14438460423396185,0.0,0.42543861437812547,0.046434968382447636,0.6547619047619047,0,False,False,0.19894859376394902,0.0,10000.0,18128.573411078658,0.0
2020-02-04,64.59933471679688,55.59199905395508,59.137332916259766,47.19240036010742,42.47286682128906,90.37794033370876,0.13725640223576474,0.36351196420961807,0.5647557683504933,0.6210891901956004,0.07735345263448803,0.07112521995405734,0.11111878928908903,0.2531113582908491,0.21565565245766782,0.16702724403109803,8.362277944694725,0.15231217267773056,0.0,0.5896563265411594,0.05423291302224226,0.26609523809523805,0,False,False,0.13725640223576474,0.0,10000.0,20616.836175150256,0.0
2020-02-05,56.39866638183594,46.94066619873047,48.97999954223633,49.24186706542969,43.57379989624023,69.12326519374207,-0.1717583947927872,-0.05807693188007057,0.26456566461181596,0.28994302970036623,0.14385495008427007,0.10042712273840607,0.1300797080513174,-0.005317985259279623,0.23215973505424303,0.1879055297199499,-14.602573593315114,0.19309922971619603,-0.1717583947927872,0.3166195076222511,0.08121195267518971,0.776142857142857,0,False,False,-0.1717583947927872,-0.0,10000.0,17075.72148800058,0.0
2020-02-06,53.05533218383789,45.79999923706055,49.930667877197266,50.68386688232422,44.75219993591308,70.49240182972382,0.01940931694254422,-0.15568279097231885,0.16877074465886,0.3089129713037704,0.1419528170441063,0.10011562419154578,0.13254470070533997,-0.014860724949730009,0.18079254477996343,0.19350021023939878,-17.212270700147627,0.14530814938469444,-0.15568279097231885,0.3421741929384279,0.08753374896689621,0.4038928571428572,0,False,False,0.01940931694254422,0.0,10000.0,17407.1495783838,0.0
2020-02-07,51.31666564941406,48.66666793823242,49.871334075927734,51.98386688232422,45.973866653442386,70.75100702813022,-0.001188323805631053,0.018197928583539413,0.1498685742204937,0.32443965598025315,0.14285084248099822,0.09960207952134463,0.1307264467047351,-0.04063823899785335,0.10153046858508841,0.19690986660202525,-19.626933305578547,0.0531366918548257,-0.15668611321131043,0.3405792553936555,0.09023886726682717,0.7526666666666668,0,False,False,-0.001188323805631053,-0.0,10000.0,17386.464248151624,0.0
2020-02-10,54.66600036621094,50.15999984741211,51.41866683959961,51.86760025024414,47.395600128173825,70.04508308912217,0.031026496329857656,0.029801303000032364,-0.0111794838538537,0.38217273274101005,0.11139743867435616,0.09836361078440196,0.09435475255037384,-0.008655372688895824,0.05332318495002486,0.17878585269372493,0.9218178953801015,0.08763355403311572,-0.13052103799794312,0.36052222125211775,0.09065726275709586,0.7849166666666666,0,False,False,0.031026496329857656,0.0,10000.0,17925.905317336103,0.0
2020-02-11,52.23400115966797,50.53333282470703,51.62533187866211,50.36520004272461,48.77880020141602,68.97605409563943,0.004019260937028868,0.03517046085159792,-0.12702637517039994,0.36599051506995606,0.08374040818867476,0.09872174796704376,0.0325223218848778,0.02501989141050842,-0.006287342683214625,0.14846969022976753,-1.5163477340843912,0.032942516262328594,-0.12702637517039994,0.33286285684120287,0.08828444779852979,0.35940476190476195,0,False,False,0.004019260937028868,0.0,10000.0,17997.95420833895,0.0
2020-02-12,52.650001525878906,50.891334533691406,51.15266799926758,50.79973373413086,50.02080039978027,67.9267828826774,-0.009155657933695438,-0.00517319597495236,0.04435827842664053,0.3206596204514369,0.016214191369348274,0.09973195697785468,0.015572188532073428,0.006947561319589957,-0.022778858503810007,0.14795589365379902,-2.824224145452817,0.03438074808165786,-0.13501902306447788,0.197375168620463,0.08909835988291978,0.8080833333333334,0,False,False,-0.009155657933695438,-0.0,10000.0,17833.171096101087,0.0
2020-02-13,54.53333282470703,49.0,53.599998474121094,51.533599853515625,51.108733367919925,70.85411316113579,0.047843652551780025,0.03824995450102198,0.0734885142323436,0.2546619701620694,0.023981677282380515,0.09689866383981473,0.008312991882173826,0.040098084094245534,-0.006439480429344502,0.1420384571285802,0.8090300720136128,0.10323382429532363,-0.09363517374007557,0.2358392845441788,0.09066275954354014,0.3587142857142858,0,False,False,0.047843652551780025,0.0,10000.0,18686.375137919393,0.0
2020-02-14,54.198001861572266,52.366668701171875,53.33533477783203,52.226399993896486,52.10513343811035,71.20551758439225,-0.004937755668348531,0.042669656616849405,0.06945875353224862,0.22973701211175301,0.02464468860948385,0.09738330314493354,0.0023273437334188074,0.02123322273917294,0.03695408634519515,0.13336417471443807,2.2294634887528275,0.03433620821972518,-0.09811058179853216,0.08892068755206939,0.09128496552279973,0.7652976190476192,0,False,False,-0.004937755668348531,-0.0,10000.0,18594.106383161245,0.0
2020-02-18,57.33333206176758,55.490665435791016,57.22666549682617,53.3879997253418,52.62779998779297,73.50352206898715,0.0729597130158357,0.06766170011098205,0.11295506115210263,0.10051279801588797,0.03634661282898912,0.07877051747038437,0.014444832155726894,0.07190128476872415,0.05095038499132842,0.11039421054843679,5.5767391863097515,0.03219944076732477,-0.032308988674534134,0.1683680284128748,0.08850435737022772,0.7264166666666667,0,False,False,0.0729597130158357,0.0,10000.0,19950.727048662608,0.0
2020-02-19,62.98533248901367,60.06800079345703,61.16133117675781,55.29519958496094,52.830199813842775,75.29359209842076,0.06875580895325561,0.14673192605849228,0.18471550595565556,0.034225389625942126,0.03965493957232717,0.0691061794936631,0.046658914405095286,0.10608753808336613,0.07299314897732101,0.08305656546897078,4.439478937284974,0.0476989568314901,0.0,0.24870011736152242,0.08775307459939155,0.33154761904761904,0,False,False,0.06875580895325561,0.0,10000.0,21322.455426099004,0.0
2020-02-20,60.79999923706055,57.3293342590332,59.96066665649414,57.05679931640625,53.928266525268555,70.74642780545992,-0.019631105097986157,0.04777495134361098,0.17219040573509625,0.2241867541217306,0.04273434529014555,0.03302806162171465,0.05801285657256927,0.050894325915209704,0.09248960914545656,0.0781168252858555,-0.4590897789323378,0.05788236141386276,-0.019631105097986157,0.2023072526033829,0.08852469077888078,0.8386249999999998,0,False,False,-0.019631105097986157,-0.0,10000.0,20903.87206268213,0.0
2020-02-21,60.87066650390625,58.6966667175293,60.06666564941406,58.35013275146484,54.94186630249023,70.35785151960769,0.0017678087791648256,-0.017898000358758326,0.12064677909301014,0.20300144586781665,0.043689923381260404,0.03358361009984044,0.062034049411607395,0.029417806215807252,0.09294472637392426,0.07499956821423215,-3.14567054937946,0.036193115813448855,-0.017898000358758326,0.20443270191978846,0.08933010164901255,0.25922023809523803,0,False,False,0.0017678087791648256,0.0,10000.0,20940.826111233077,0.0
2020-02-24,57.56666564941406,54.813331604003906,55.58599853515625,58.80026550292969,55.513332748413085,54.86479157502522,-0.07459490327646512,-0.07295896402219348,0.042198361868343914,0.11458816101707048,0.062285891774854135,0.04470365128132733,0.05920978964482315,-0.05466415738570585,0.06338824969034107,0.06541004859628541,-20.428800523395537,0.04953287011060468,-0.09115780402961982,0.08666860809590915,0.09166747613782299,0.3174166666666667,0,False,False,-0.07459490327646512,-0.0,10000.0,19378.74721293637,0.0
2020-02-25,57.106666564941406,52.46666717529297,53.32733154296875,58.020398712158205,55.70419921875,40.91562319534544,-0.040633739641448896,-0.1121975730395991,-0.06813840925387626,0.03712007371414772,0.053627277481166545,0.04696645618028998,0.041580339110746545,-0.08088650325331215,0.016888423593625523,0.05845578252692696,-29.830804610114477,0.08700978007702741,-0.1280874611958429,0.042513198798004304,0.0848890074076133,0.32775000000000004,0,False,False,-0.040633739641448896,-0.0,10000.0,18591.31624410846,0.0
2020-02-26,54.22066879272461,51.740665435791016,51.91999816894531,56.172132110595705,55.73366584777832,56.328569995091215,-0.026390470576789893,-0.06595186670780628,-0.15109764339668819,0.005707784910240932,0.028344024752144367,0.04798451092017472,0.007867170697418935,-0.07569828279401047,-0.03732640421138478,0.054958452630625265,-14.029281524516477,0.047765859868942516,-0.15109764339668819,0.015000784899210418,0.07382236122211888,0.3512857142857143,0,False,False,-0.026390470576789893,-0.0,10000.0,18100.68265978452,0.0
2020-02-27,49.31800079345703,44.599998474121094,45.266666412353516,53.23333206176758,55.14506568908691,41.93934174015914,-0.1281458395846271,-0.15115448115232089,-0.24506065498438157,-0.11506734286075437,0.04992981276116134,0.06326720737583778,-0.034667356062242694,-0.14965558872343743,-0.09467531130254414,0.022563290871740138,-12.925449834866079,0.10422685594644031,-0.259880948608988,0.0,0.08477487336828239,0.4849583333333333,0,False,False,-0.1281458395846271,-0.0,10000.0,15781.155483291534,0.0
2020-02-28,46.03466796875,40.768001556396484,44.53266525268555,50.126531982421874,54.23833236694336,40.983597685616125,-0.016215047800994142,-0.14228299647125797,-0.2586126635927234,-0.1691666693948395,0.045385375195854706,0.05987813550166103,-0.07580986002120349,-0.11159492804525073,-0.13605330030388374,-0.012805060746816754,0.0679744902706858,0.11826524153606344,-0.2718820144057198,0.0,0.09036918848901421,0.77775,0,False,False,-0.016215047800994142,-0.0,10000.0,15525.26329277504,0.0
2020-03-02,49.5793342590332,45.77799987792969,49.574668884277344,48.9242660522461,53.86226577758789,47.214503507736524,0.11322034293215233,0.09516942185846822,-0.10814467328633026,-0.07050983947545686,0.08649194175510491,0.07273611367361588,-0.09167827706565768,0.013294074382979693,-0.1290295701092401,-0.029741809563260113,-9.114066487354691,0.07667896663065989,-0.18944424638166746,0.11322034293215233,0.08154126099316748,0.8050833333333334,0,False,False,0.11322034293215233,0.0,10000.0,17283.038926894988,0.0
2020-03-03,53.798667907714844,47.740665435791016,49.70066833496094,48.19893341064453,53.10966606140137,47.08554952120638,0.0025416095259802596,0.11604971436026346,-0.06800758828679832,-0.13151206865761955,0.08602511232834262,0.0675882595746676,-0.09246400918957809,0.03115701568584406,-0.09457230002588501,-0.046576976129930836,5.146207781047238,0.12188975872709638,-0.18738413015693312,0.11604971436026346,0.08759679321496082,0.8548333333333333,0,False,False,0.0025416095259802596,0.0,10000.0,17326.96566326947,0.0
2020-03-04,51.10133361816406,48.31533432006836,49.96666717529297,47.808267211914064,51.990199661254884,48.19276926344636,0.0053520173720666975,0.007907229636382906,-0.03762193880085074,-0.18303499590471595,0.08577608942106103,0.06191364591748459,-0.08043693766495297,0.04514700258454507,-0.04624825773545971,-0.06716705476987139,7.209171577830233,0.05575715683261134,-0.18303499590471595,0.12202283181960971,0.08859906605828989,0.28191666666666676,0,False,False,0.0053520173720666975,0.0,10000.0,17419.699884504495,0.0
2020-03-05,49.71666717529297,47.871334075927734,48.30266571044922,48.4154670715332,50.82439956665039,41.73049639984107,-0.033302230445070524,-0.028128447188874528,0.0670692043111698,-0.19442747381098846,0.057447147451492334,0.06209763025338397,-0.04739716584271991,-0.002329862085546308,-0.0103997263887321,-0.07835091079221568,-5.484007107895451,0.03820354575101716,-0.21024175273665513,0.0846569689097223,0.08656724376018904,0.18750000000000003,0,False,False,-0.033302230445070524,-0.0,10000.0,16839.585024666758,0.0
2020-03-06,47.133331298828125,45.61800003051758,46.89866638183594,48.888667297363284,49.507599639892575,40.29706384130772,-0.029066704869448956,-0.06140094921067829,0.05312956490983223,-0.2192230769797453,0.0594088924133883,0.06168065617958168,-0.012501764315605457,-0.0407047486777099,0.014310148335490602,-0.08722120538377809,-6.788485679898663,0.03231075391298208,-0.23319742262807208,0.05312956490983223,0.09045845621934648,0.1660833333333334,0,False,False,-0.029066704869448956,-0.0,10000.0,16350.113776630775,0.0
2020-03-09,44.20000076293945,40.33333206176758,40.53333282470703,47.08040008544922,48.002333068847655,26.58237358526148,-0.13572525720249962,-0.16084687607751358,-0.18237814317379697,-0.2707995917520294,0.05739144135637077,0.06987734744042824,-0.019206003634784752,-0.13906141937747973,-0.015224712563593146,-0.10879476799096255,-21.61039567818488,0.09539478823253718,-0.3372718996654167,0.0,0.1091882129617517,0.8030416666666668,0,False,False,-0.13572525720249962,-0.0,10000.0,14130.990379007431,0.0
2020-03-10,44.53333282470703,40.53333282470703,43.02199935913086,45.744666290283206,46.97179985046387,23.477924080348032,0.061398023823663106,-0.08266049595402847,-0.13437785043087846,-0.19324672519070862,0.07197805486641218,0.0752090760293544,-0.026124899707638982,-0.0595187844168551,-0.0551642056308973,-0.11556966304102467,-18.25257231949304,0.09297568824288154,-0.296581703972463,0.061398023823663106,0.09995219119751315,0.23051190476190475,0,False,False,0.061398023823663106,0.0,10000.0,14998.605262949683,0.0
2020-03-11,43.571998596191406,40.866668701171875,42.28200149536133,44.207733154296875,46.008000183105466,23.798516230216123,-0.017200452670558586,0.04314149735025974,-0.1537958425958712,-0.18563168361875482,0.0701854618410154,0.07515988941461223,-0.03912943448191131,-0.043560968218257834,-0.09574681417668485,-0.11506398354164404,-16.498547611091595,0.06398301403296454,-0.30868081708088957,0.04314149735025974,0.09979818221704952,0.24541666666666667,0,False,False,-0.017200452670558586,-0.0,10000.0,14740.622462999927,0.0
2020-03-12,39.633331298828125,36.41666793823242,37.369998931884766,42.021199798583986,45.2183334350586,20.55593303545139,-0.11617242301113506,-0.13137465741806653,-0.22633671698577518,-0.1744477361892438,0.08002518151923022,0.07327696535390178,-0.07070436687071302,-0.11068700772451423,-0.1074587360702749,-0.11030265343794332,-6.02644054981009,0.08607608917674299,-0.38899304163468074,0.0,0.119971466839439,0.29774999999999996,0,False,False,-0.11617242301113506,-0.0,10000.0,13028.168634780859,0.0
2020-03-13,40.50466537475586,33.46666717529297,36.44133377075195,39.92973327636719,44.409200286865236,22.642663838187076,-0.0248505535904755,-0.13813602757783694,-0.22297718502149466,-0.1816943009366736,0.08028782299694447,0.07332387999393095,-0.10086799540551339,-0.08736345623625486,-0.1271171807663004,-0.10298215607526884,-0.8352602421609561,0.1931322888382212,-0.4041769027976915,0.0,0.12652691659576182,0.21166666666666664,0,False,False,-0.0248505535904755,-0.0,10000.0,12704.411431936483,0.0
2020-03-16,32.9913330078125,29.47800064086914,29.67133331298828,37.75733337402344,42.41886672973633,20.056710559632904,-0.18577806455584012,-0.20601193039713583,-0.26797696500046586,-0.4014819668841283,0.09581192488668733,0.07509152906782875,-0.10989292536768969,-0.21415707462535538,-0.14591111825978065,-0.11631656176176275,-3.7418056705832186,0.11840830777245319,-0.5148677646136025,0.0,0.16098912570861856,0.337297619047619,0,False,False,-0.18577806455584012,-0.0,10000.0,10344.210464790236,0.0
2020-03-17,31.456666946411133,26.399999618530273,28.68000030517578,34.88893356323242,40.31679992675781,20.270181903430284,-0.03341046380880208,-0.21298159706233,-0.33336430820505736,-0.42294537948896327,0.07340168367055085,0.07327992503831438,-0.1346303866722065,-0.1779628272903102,-0.16973019022631297,-0.14168075195952567,-0.2857511320211046,0.17631336381012172,-0.531076257606463,0.0,0.17297103843712183,0.24675,0,False,False,-0.03341046380880208,-0.0,10000.0,9998.60559542573,0.0
2020-03-18,26.99066734313965,23.367332458496094,24.08133316040039,31.248799896240236,37.72826652526855,21.394882732374,-0.1603440409986845,-0.1883973360287431,-0.4304590059900002,-0.5180520430566581,0.07290049115212018,0.0777501692425352,-0.17174037467872227,-0.2293677440298184,-0.217405243356956,-0.17996291133900022,-1.2477811058130754,0.15046238763067346,-0.5990898962004345,0.0,0.20004825134802007,0.56425,0,False,False,-0.1603440409986845,-0.0,10000.0,8395.38876990311,0.0
2020-03-19,30.133333206176758,23.8973331451416,28.50933265686035,29.47666664123535,35.74893321990967,30.327239993714713,0.1838768421567878,-0.0059507547593934396,-0.23710640964092544,-0.40977724029228924,0.146665946087478,0.11139826358583862,-0.17545325171216852,-0.032816939450737714,-0.2193128060914673,-0.20941506455005998,10.270529434081809,0.2187353922342533,-0.5253718123250204,0.1838768421567878,0.1714058608612944,0.3973452380952381,0,False,False,0.1838768421567878,0.0,10000.0,9939.106345591452,0.0
2020-03-20,31.799999237060547,28.38599967956543,28.50200080871582,27.888800048828124,33.90926666259766,20.47818714966361,-0.0002571736151377735,0.18357238026941225,-0.21786614650225267,-0.39226415146519444,0.14788031150559627,0.112246314846467,-0.1775463525553086,0.021987348283687203,-0.20064051260601912,-0.2364359987669742,0.20800524623332706,0.119781049071163,-0.48724496168420406,0.18357238026941225,0.16735833713206852,0.8069166666666665,0,False,False,-0.0002571736151377735,-0.0,10000.0,9936.550269681316,0.0
2020-03-23,29.46666717529297,27.366666793823242,28.952667236328125,27.745066833496093,32.751200103759764,21.195064774725807,0.015811747064244486,0.015550507084952425,-0.024220889202359097,-0.2857072138247643,0.12337017029807966,0.10847992813575938,-0.15285342993244933,0.043524869126432275,-0.11212376393263346,-0.22790959238897746,-0.1998179576481931,0.07253219070727854,-0.4570763921873837,0.2022867273784581,0.15498858839577556,0.83075,0,False,False,0.015811747064244486,0.0,10000.0,10093.66448923667,0.0
2020-03-24,34.24599838256836,31.600000381469727,33.66666793823242,28.74240036010742,31.815666961669923,29.85797646752701,0.16281749323562988,0.18120366932055032,0.17387264923273782,-0.21745459439957182,0.13975639790421002,0.12167325558035799,-0.09659601369554927,0.17132415930576084,-0.024910085324938103,-0.21085832656688064,-0.46926352618770295,0.07859399706419398,-0.3515664652243897,0.3980400384806877,0.13860677171328165,0.7512023809523811,0,False,False,0.16281749323562988,0.0,10000.0,11737.089638935679,0.0
2020-03-25,37.133331298828125,34.07400131225586,35.95000076293945,31.116133880615234,31.182466888427733,34.965841640745225,0.06782176450892674,0.24168182742871713,0.49285758074457564,-0.1497564095473708,0.08393143272109212,0.12463497320857915,-0.00212725337125641,0.15534921211197217,0.11572150204155962,-0.17349855266890568,14.487654491081614,0.08509958057430983,-0.28052033895277173,0.49285758074457564,0.13252796154845872,0.22386904761904763,0,False,False,0.06782176450892674,0.0,10000.0,12533.119768447737,0.0
2020-03-26,37.33333206176758,34.150001525878906,35.21066665649414,32.45640068054199,30.966533660888672,35.54085681189743,-0.020565621439638027,0.045861346335029696,0.23505755396983008,-0.05778250835185983,0.07348593795068532,0.11904617667985977,0.0481121663783457,0.08486048724445805,0.16980798335500835,-0.13377740615648726,14.34579203717162,0.09040813021077942,-0.29531688529538813,0.46215603687568874,0.13632230493924063,0.19811904761904764,0,False,False,-0.020565621439638027,-0.0,10000.0,12275.368371832199,0.0
2020-03-27,35.0533332824707,32.935333251953125,34.29066848754883,33.61413421630859,30.751467132568358,41.07476696169889,-0.026128393930185068,-0.046156668711429205,0.2030968884494191,-0.05901719450590648,0.07823746861077338,0.11907710774878587,0.09309042301622195,0.020126482118703493,0.16949641627575485,-0.09312497263505826,11.216790494171882,0.06176607584324692,-0.31372912331234004,0.42395224795680253,0.13104354036926433,0.3128690476190475,0,False,False,-0.026128393930185068,-0.0,10000.0,11954.632711374832,0.0
2020-03-30,34.44333267211914,32.7486686706543,33.47533416748047,34.51866760253906,31.13186721801758,35.665092802248125,-0.02377714859552571,-0.049284283820670405,0.15620899084135376,0.1282045809794139,0.083140776309776,0.10050821026770691,0.10878886129134502,-0.03022519429405346,0.10934950129018262,-0.04944346712828673,0.6992511615029002,0.05062425943192289,-0.33004668792412417,0.39009472376420073,0.12931622195437986,0.7106190476190477,0,False,False,-0.02377714859552571,-0.0,10000.0,11670.38563299154,0.0
2020-03-31,36.19733428955078,33.133331298828125,34.93333435058594,34.77200088500977,31.757200622558592,39.19843135759675,0.04355446239344318,0.018741712873590277,0.03762375340135948,0.21803814431207091,0.044252481994270676,0.09919264387444582,0.0949328090433017,0.004639752141664122,0.07134494755778653,-0.0018376587604392869,3.657574545699326,0.08771000672231175,-0.3008672315879528,0.4506395521337123,0.12465237948182976,0.2198333333333333,0,False,False,0.04355446239344318,0.0,10000.0,12178.683005160648,0.0
2020-04-01,34.26333236694336,31.67333221435547,32.104000091552734,34.00280075073242,32.55946731567383,41.754870745377126,-0.08099239055277141,-0.04096550818781408,-0.10698193573757941,0.33314878697600125,0.044155618665984255,0.08493071623363987,0.04432914768122709,-0.05584247818582366,0.011562592447651232,0.04415944486281553,0.6801037836782342,0.08067530978077017,-0.3353575911524125,0.12637706759644174,0.1298413947375653,0.35441666666666655,0,False,False,-0.08099239055277141,-0.0,10000.0,11192.302354788277,0.0
